torneo,fecha,partido,equipo_local,equipo_visitante,goles_local,goles_visitante,posesion_local,tiros_arco_local,intentos_local,faltas_local,tiro_esquina_local,posesion_visitante,tiros_arco_visitante,intentos_visitante,faltas_visitante,tiro_esquina_visitante,amarillas_local,amarillas_visitante,rojas_local,rojas_visitante,valor_mercado_local,altura_media_local,edad_media_local,proporcion_zurdos_local,valor_mercado_visitante,altura_media_visitante,edad_media_visitante,proporcion_zurdos_visitante,resultado,fecha_encuentro,Hora_encuentro,apuesta_local,apuesta_visitante,apuesta_empate
Campeonato 2015,1,1,Velez,Aldosivi,2,0,,,,,,,,,,,,,,,28.5,1.7815094339622641,22.69811320754717,0.3018867924528302,8.725,1.7903703703703704,28.1,0.23333333333333334,L,13/2/2015,18:00:00,1.75,5.01,3.37
Campeonato 2015,1,2,Racing Club,Rosario Central,0,1,,,,,,,,,,,,,,,29.075,1.7813513513513513,26.135135135135137,0.2972972972972973,18.35,1.7893333333333332,25.608695652173914,0.21739130434782608,V,13/2/2015,21:10:00,1.8,4.82,3.23
Campeonato 2015,1,3,San Lorenzo,Colon,2,0,,,,,,,,,,,,,,,39.725,1.7830303030303032,26.62857142857143,0.2857142857142857,12.125,1.8010256410256409,24.94871794871795,0.28205128205128205,L,14/2/2015,17:00:00,1.7,5.55,3.34
Campeonato 2015,1,4,Gimnasia (LP),Def y Justicia,0,1,,,,,,,,,,,,,,,14.3,1.779318181818182,24.113636363636363,0.22727272727272727,12.05,1.7768888888888887,25.46,0.24,V,14/2/2015,17:00:00,2.06,3.82,3.09
Campeonato 2015,1,5,Godoy Cruz,San Martin (SJ),1,1,,,,,,,,,,,,,,,21.2,1.7921568627450981,23.754716981132077,0.22641509433962265,11.25,1.78,26.153846153846153,0.20512820512820512,E,14/2/2015,19:15:00,2.03,3.82,3.15
Campeonato 2015,1,6,Newells,Independiente,2,3,,,,,,,,,,,,,,,32.67,1.7793999999999999,24.274509803921568,0.1568627450980392,33.525,1.7817021276595744,25.595744680851062,0.2978723404255319,V,14/2/2015,20:00:00,1.97,4.07,3.16
Campeonato 2015,1,7,Banfield,Temperley,0,1,,,,,,,,,,,,,,,22.925,1.7864583333333333,24.416666666666668,0.14583333333333334,5.3,1.8006666666666669,26.35483870967742,0.1935483870967742,V,14/2/2015,20:30:00,1.64,5.61,3.51
Campeonato 2015,1,8,Crucero (M),Tigre,0,0,,,,,,,,,,,,,,,4.4,1.7875,25.697674418604652,0.093023256,18.5,1.8070731707317074,26.071428571428573,0.23809523809523808,E,14/2/2015,21:30:00,2.42,3.1,3
Campeonato 2015,1,9,Quilmes,Lanus,0,1,,,,,,,,,,,,,,,16.975,1.7925000000000002,25.244897959183675,0.1836734693877551,30.62,1.8165853658536586,25.11904761904762,0.2619047619047619,V,15/2/2015,17:00:00,3.1,2.44,2.95
Campeonato 2015,1,10,Union,Huracan,1,0,,,,,,,,,,,,,,,7.95,1.7917073170731705,23.80952380952381,0.19047619047619047,13.775,1.7783783783783782,27.63157894736842,0.18421052631578946,L,15/2/2015,17:00:00,2.2,3.58,2.97
Campeonato 2015,1,11,Boca Juniors,Olimpo,3,1,,,,,,,,,,,,,,,80.925,1.7951020408163267,24.92,0.2,12.97,1.791086956521739,25.020833333333332,0.25,L,15/2/2015,18:15:00,1.46,7.59,3.93
Campeonato 2015,1,12,Argentinos,Atl Rafaela,2,0,,,,,,,,,,,,,,,12.049999999999999,1.78125,24.70731707317073,0.1951219512195122,17.075,1.8061363636363637,24.708333333333332,0.14583333333333334,L,15/2/2015,19:10:00,2.6,2.79,3.05
Campeonato 2015,1,13,Sarmiento (J),River Plate,1,4,,,,,,,,,,,,,,,8.975,1.8005882352941176,26.394736842105264,0.2631578947368421,56.25,1.7738461538461539,24.21153846153846,0.23076923076923078,V,15/2/2015,21:30:00,5.43,1.69,3.39
Campeonato 2015,1,14,Arsenal,Estudiantes (LP),0,1,,,,,,,,,,,,,,,27.25,1.7977083333333335,24.862745098039216,0.19607843137254902,37.65,1.8029411764705883,24.901960784313726,0.23529411764705882,V,16/2/2015,18:00:00,3.22,2.39,2.92
Campeonato 2015,1,15,Belgrano,Nueva Chicago,3,1,,,,,,,,,,,,,,,13.975,1.8192105263157894,26.42105263157895,0.21052631578947367,8.15,1.796470588235294,26.142857142857142,0.22857142857142856,L,16/2/2015,21:10:00,1.66,5.54,3.5
Campeonato 2015,2,1,Atl Rafaela,Banfield,1,4,,,,,,,,,,,,,,,17.075,1.8061363636363637,24.708333333333332,0.14583333333333334,22.925,1.7864583333333333,24.416666666666668,0.14583333333333334,V,20/2/2015,21:10:00,2.42,3.05,3.05
Campeonato 2015,2,2,Huracan,Arsenal,1,0,,,,,,,,,,,,,,,13.775,1.7783783783783782,27.63157894736842,0.18421052631578946,27.25,1.7977083333333335,24.862745098039216,0.19607843137254902,L,21/2/2015,17:00:00,2.06,3.84,3.04
Campeonato 2015,2,3,Estudiantes (LP),Godoy Cruz,2,1,,,,,,,,,,,,,,,37.65,1.8029411764705883,24.901960784313726,0.23529411764705882,21.2,1.7921568627450981,23.754716981132077,0.22641509433962265,L,21/2/2015,17:15:00,1.62,6.11,3.48
Campeonato 2015,2,4,Rosario Central,Tigre,2,1,,,,,,,,,,,,,,,18.35,1.7893333333333332,25.608695652173914,0.21739130434782608,18.5,1.8070731707317074,26.071428571428573,0.23809523809523808,L,21/2/2015,19:15:00,1.92,4.47,3.07
Campeonato 2015,2,5,Olimpo,Racing Club,0,0,,,,,,,,,,,,,,,12.97,1.791086956521739,25.020833333333332,0.25,29.075,1.7813513513513513,26.135135135135137,0.2972972972972973,E,21/2/2015,20:00:00,2.56,2.95,2.93
Campeonato 2015,2,6,Velez,Crucero (M),2,1,,,,,,,,,,,,,,,28.5,1.7815094339622641,22.69811320754717,0.3018867924528302,4.4,1.7875,25.697674418604652,0.093023256,L,21/2/2015,20:30:00,1.58,6.37,3.59
Campeonato 2015,2,7,San Martin (SJ),Gimnasia (LP),1,1,,,,,,,,,,,,,,,11.25,1.78,26.153846153846153,0.20512820512820512,14.3,1.779318181818182,24.113636363636363,0.22727272727272727,E,21/2/2015,21:30:00,2.7,2.79,2.92
Campeonato 2015,2,8,Aldosivi,Newells,0,1,,,,,,,,,,,,,,,8.725,1.7903703703703704,28.1,0.23333333333333334,32.67,1.7793999999999999,24.274509803921568,0.1568627450980392,V,22/2/2015,17:00:00,2.91,2.51,3.04
Campeonato 2015,2,9,Nueva Chicago,Union,2,2,,,,,,,,,,,,,,,8.15,1.796470588235294,26.142857142857142,0.22857142857142856,7.95,1.7917073170731705,23.80952380952381,0.19047619047619047,E,22/2/2015,17:00:00,2.52,3.01,2.92
Campeonato 2015,2,10,Independiente,Sarmiento (J),1,1,,,,,,,,,,,,,,,33.525,1.7817021276595744,25.595744680851062,0.2978723404255319,8.975,1.8005882352941176,26.394736842105264,0.2631578947368421,E,22/2/2015,17:00:00,1.6,5.89,3.62
Campeonato 2015,2,11,River Plate,Quilmes,2,2,,,,,,,,,,,,,,,56.25,1.7738461538461539,24.21153846153846,0.23076923076923078,16.975,1.7925000000000002,25.244897959183675,0.1836734693877551,E,22/2/2015,18:15:00,1.39,8.47,4.3
Campeonato 2015,2,12,Colon,Argentinos,1,1,,,,,,,,,,,,,,,12.125,1.8010256410256409,24.94871794871795,0.28205128205128205,12.049999999999999,1.78125,24.70731707317073,0.1951219512195122,E,22/2/2015,19:10:00,2.15,3.76,2.95
Campeonato 2015,2,13,Temperley,Boca Juniors,0,2,,,,,,,,,,,,,,,5.3,1.8006666666666669,26.35483870967742,0.1935483870967742,80.925,1.7951020408163267,24.92,0.2,V,22/2/2015,21:30:00,5.43,1.66,3.54
Campeonato 2015,2,14,Lanus,Belgrano,0,0,,,,,,,,,,,,,,,30.62,1.8165853658536586,25.11904761904762,0.2619047619047619,13.975,1.8192105263157894,26.42105263157895,0.21052631578947367,E,23/2/2015,18:00:00,1.96,4.1,3.17
Campeonato 2015,2,15,Def y Justicia,San Lorenzo,1,2,,,,,,,,,,,,,,,12.05,1.7768888888888887,25.46,0.24,39.725,1.7830303030303032,26.62857142857143,0.2857142857142857,V,23/2/2015,21:10:00,2.56,2.95,2.93
Campeonato 2015,3,1,Arsenal,Nueva Chicago,1,1,,,,,,,,,,,,,,,27.25,1.7977083333333335,24.862745098039216,0.19607843137254902,8.15,1.796470588235294,26.142857142857142,0.22857142857142856,E,27/2/2015,18:00:00,1.95,4.24,3.1
Campeonato 2015,3,2,Godoy Cruz,Huracan,2,1,,,,,,,,,,,,,,,21.2,1.7921568627450981,23.754716981132077,0.22641509433962265,13.775,1.7783783783783782,27.63157894736842,0.18421052631578946,L,27/2/2015,21:10:00,1.79,4.84,3.27
Campeonato 2015,3,3,Tigre,Olimpo,1,0,,,,,,,,,,,,,,,18.5,1.8070731707317074,26.071428571428573,0.23809523809523808,12.97,1.791086956521739,25.020833333333332,0.25,L,28/2/2015,17:00:00,2.03,3.99,3.06
Campeonato 2015,3,4,Crucero (M),Rosario Central,0,1,,,,,,,,,,,,,,,4.4,1.7875,25.697674418604652,0.093023256,18.35,1.7893333333333332,25.608695652173914,0.21739130434782608,V,28/2/2015,18:00:00,3,2.52,2.95
Campeonato 2015,3,5,Union,Lanus,1,1,,,,,,,,,,,,,,,7.95,1.7917073170731705,23.80952380952381,0.19047619047619047,30.62,1.8165853658536586,25.11904761904762,0.2619047619047619,E,28/2/2015,19:15:00,2.89,2.61,2.93
Campeonato 2015,3,6,Quilmes,Independiente,1,2,,,,,,,,,,,,,,,16.975,1.7925000000000002,25.244897959183675,0.1836734693877551,33.525,1.7817021276595744,25.595744680851062,0.2978723404255319,V,28/2/2015,20:10:00,2.92,2.56,2.93
Campeonato 2015,3,7,San Lorenzo,San Martin (SJ),1,2,,,,,,,,,,,,,,,39.725,1.7830303030303032,26.62857142857143,0.2857142857142857,11.25,1.78,26.153846153846153,0.20512820512820512,V,28/2/2015,20:30:00,1.63,5.77,3.53
Campeonato 2015,3,8,Gimnasia (LP),Estudiantes (LP),1,3,,,,,,,,,,,,,,,14.3,1.779318181818182,24.113636363636363,0.22727272727272727,37.65,1.8029411764705883,24.901960784313726,0.23529411764705882,V,1/3/2015,17:00:00,2.79,2.77,2.86
Campeonato 2015,3,9,Boca Juniors,Atl Rafaela,1,0,,,,,,,,,,,,,,,80.925,1.7951020408163267,24.92,0.2,17.075,1.8061363636363637,24.708333333333332,0.14583333333333334,L,1/3/2015,18:15:00,1.37,8.65,4.48
Campeonato 2015,3,10,Argentinos,Def y Justicia,1,0,,,,,,,,,,,,,,,12.049999999999999,1.78125,24.70731707317073,0.1951219512195122,12.05,1.7768888888888887,25.46,0.24,L,1/3/2015,19:15:00,2.48,3.03,2.98
Campeonato 2015,3,11,Racing Club,Temperley,2,1,,,,,,,,,,,,,,,29.075,1.7813513513513513,26.135135135135137,0.2972972972972973,5.3,1.8006666666666669,26.35483870967742,0.1935483870967742,L,1/3/2015,19:15:00,1.45,7.82,3.96
Campeonato 2015,3,12,Belgrano,River Plate,1,2,,,,,,,,,,,,,,,13.975,1.8192105263157894,26.42105263157895,0.21052631578947367,56.25,1.7738461538461539,24.21153846153846,0.23076923076923078,V,1/3/2015,21:30:00,3.35,2.24,3.06
Campeonato 2015,3,13,Sarmiento (J),Aldosivi,2,2,,,,,,,,,,,,,,,8.975,1.8005882352941176,26.394736842105264,0.2631578947368421,8.725,1.7903703703703704,28.1,0.23333333333333334,E,2/3/2015,18:00:00,2.21,3.6,2.94
Campeonato 2015,3,14,Banfield,Colon,0,0,,,,,,,,,,,,,,,22.925,1.7864583333333333,24.416666666666668,0.14583333333333334,12.125,1.8010256410256409,24.94871794871795,0.28205128205128205,E,2/3/2015,20:15:00,1.74,5.1,3.34
Campeonato 2015,3,15,Newells,Velez,0,0,,,,,,,,,,,,,,,32.67,1.7793999999999999,24.274509803921568,0.1568627450980392,28.5,1.7815094339622641,22.69811320754717,0.3018867924528302,E,2/3/2015,21:10:00,2.27,3.37,3
Campeonato 2015,4,1,Huracan,Gimnasia (LP),1,1,,,,,,,,,,,,,,,13.775,1.7783783783783782,27.63157894736842,0.18421052631578946,14.3,1.779318181818182,24.113636363636363,0.22727272727272727,E,6/3/2015,18:00:00,3.43,2.27,2.96
Campeonato 2015,4,2,Atl Rafaela,Racing Club,1,1,,,,,,,,,,,,,,,17.075,1.8061363636363637,24.708333333333332,0.14583333333333334,29.075,1.7813513513513513,26.135135135135137,0.2972972972972973,E,6/3/2015,21:10:00,2.91,2.53,3.01
Campeonato 2015,4,3,Nueva Chicago,Godoy Cruz,0,2,,,,,,,,,,,,,,,8.15,1.796470588235294,26.142857142857142,0.22857142857142856,21.2,1.7921568627450981,23.754716981132077,0.22641509433962265,V,7/3/2015,17:00:00,2.47,3.05,2.97
Campeonato 2015,4,4,Olimpo,Rosario Central,1,3,,,,,,,,,,,,,,,12.97,1.791086956521739,25.020833333333332,0.25,18.35,1.7893333333333332,25.608695652173914,0.21739130434782608,V,7/3/2015,18:00:00,2.93,2.58,2.94
Campeonato 2015,4,5,Aldosivi,Quilmes,1,1,,,,,,,,,,,,,,,8.725,1.7903703703703704,28.1,0.23333333333333334,16.975,1.7925000000000002,25.244897959183675,0.1836734693877551,E,7/3/2015,19:15:00,2.2,3.49,3.03
Campeonato 2015,4,6,Independiente,Belgrano,1,2,,,,,,,,,,,,,,,33.525,1.7817021276595744,25.595744680851062,0.2978723404255319,13.975,1.8192105263157894,26.42105263157895,0.21052631578947367,V,7/3/2015,20:10:00,1.99,3.93,3.15
Campeonato 2015,4,7,Newells,Crucero (M),2,0,,,,,,,,,,,,,,,32.67,1.7793999999999999,24.274509803921568,0.1568627450980392,4.4,1.7875,25.697674418604652,0.093023256,L,7/3/2015,20:30:00,1.55,6.53,3.64
Campeonato 2015,4,8,Velez,Sarmiento (J),1,1,,,,,,,,,,,,,,,28.5,1.7815094339622641,22.69811320754717,0.3018867924528302,8.975,1.8005882352941176,26.394736842105264,0.2631578947368421,E,8/3/2015,17:00:00,1.63,5.88,3.5
Campeonato 2015,4,9,Lanus,Arsenal,0,0,,,,,,,,,,,,,,,30.62,1.8165853658536586,25.11904761904762,0.2619047619047619,27.25,1.7977083333333335,24.862745098039216,0.19607843137254902,E,8/3/2015,17:00:00,1.69,5.45,3.38
Campeonato 2015,4,10,Def y Justicia,Banfield,1,0,,,,,,,,,,,,,,,12.05,1.7768888888888887,25.46,0.24,22.925,1.7864583333333333,24.416666666666668,0.14583333333333334,L,8/3/2015,17:00:00,2.73,2.66,3.05
Campeonato 2015,4,11,River Plate,Union,2,2,,,,,,,,,,,,,,,56.25,1.7738461538461539,24.21153846153846,0.23076923076923078,7.95,1.7917073170731705,23.80952380952381,0.19047619047619047,E,8/3/2015,18:15:00,1.57,6.36,3.66
Campeonato 2015,4,12,San Martin (SJ),Argentinos,0,0,,,,,,,,,,,,,,,11.25,1.78,26.153846153846153,0.20512820512820512,12.049999999999999,1.78125,24.70731707317073,0.1951219512195122,E,8/3/2015,19:15:00,2.15,3.61,3.05
Campeonato 2015,4,13,Colon,Boca Juniors,1,1,,,,,,,,,,,,,,,12.125,1.8010256410256409,24.94871794871795,0.28205128205128205,80.925,1.7951020408163267,24.92,0.2,E,8/3/2015,21:30:00,4.48,1.88,3.19
Campeonato 2015,4,14,Temperley,Tigre,1,1,,,,,,,,,,,,,,,5.3,1.8006666666666669,26.35483870967742,0.1935483870967742,18.5,1.8070731707317074,26.071428571428573,0.23809523809523808,E,9/3/2015,20:00:00,2.85,2.67,2.9
Campeonato 2015,4,15,Estudiantes (LP),San Lorenzo,0,2,,,,,,,,,,,,,,,37.65,1.8029411764705883,24.901960784313726,0.23529411764705882,39.725,1.7830303030303032,26.62857142857143,0.2857142857142857,V,9/3/2015,21:10:00,2.64,2.86,2.92
Campeonato 2015,5,1,Crucero (M),Olimpo,0,0,,,,,,,,,,,,,,,4.4,1.7875,25.697674418604652,0.093023256,12.97,1.791086956521739,25.020833333333332,0.25,E,13/3/2015,18:00:00,2.37,3.3,2.9
Campeonato 2015,5,2,Racing Club,Colon,4,1,,,,,,,,,,,,,,,29.075,1.7813513513513513,26.135135135135137,0.2972972972972973,12.125,1.8010256410256409,24.94871794871795,0.28205128205128205,L,13/3/2015,21:10:00,1.96,4.15,3.15
Campeonato 2015,5,3,Banfield,San Martin (SJ),3,2,,,,,,,,,,,,,,,22.925,1.7864583333333333,24.416666666666668,0.14583333333333334,11.25,1.78,26.153846153846153,0.20512820512820512,L,14/3/2015,16:00:00,1.68,5.26,3.52
Campeonato 2015,5,4,Boca Juniors,Def y Justicia,2,1,,,,,,,,,,,,,,,80.925,1.7951020408163267,24.92,0.2,12.05,1.7768888888888887,25.46,0.24,L,14/3/2015,18:15:00,1.41,8.77,4.14
Campeonato 2015,5,5,Union,Independiente,1,1,,,,,,,,,,,,,,,7.95,1.7917073170731705,23.80952380952381,0.19047619047619047,33.525,1.7817021276595744,25.595744680851062,0.2978723404255319,E,14/3/2015,20:10:00,2.44,3.07,3.01
Campeonato 2015,5,6,Sarmiento (J),Newells,1,2,,,,,,,,,,,,,,,8.975,1.8005882352941176,26.394736842105264,0.2631578947368421,32.67,1.7793999999999999,24.274509803921568,0.1568627450980392,V,14/3/2015,20:30:00,3.39,2.31,2.95
Campeonato 2015,5,7,Quilmes,Velez,2,1,,,,,,,,,,,,,,,16.975,1.7925000000000002,25.244897959183675,0.1836734693877551,28.5,1.7815094339622641,22.69811320754717,0.3018867924528302,L,15/3/2015,17:00:00,3.08,2.47,2.96
Campeonato 2015,5,8,Argentinos,Estudiantes (LP),2,2,,,,,,,,,,,,,,,12.049999999999999,1.78125,24.70731707317073,0.1951219512195122,37.65,1.8029411764705883,24.901960784313726,0.23529411764705882,E,15/3/2015,18:10:00,2.75,2.79,2.88
Campeonato 2015,5,9,San Lorenzo,Huracan,3,1,,,,,,,,,,,,,,,39.725,1.7830303030303032,26.62857142857143,0.2857142857142857,13.775,1.7783783783783782,27.63157894736842,0.18421052631578946,L,15/3/2015,18:15:00,1.67,5.54,3.43
Campeonato 2015,5,10,Tigre,Atl Rafaela,2,1,,,,,,,,,,,,,,,18.5,1.8070731707317074,26.071428571428573,0.23809523809523808,17.075,1.8061363636363637,24.708333333333332,0.14583333333333334,L,15/3/2015,18:15:00,1.98,3.97,3.2
Campeonato 2015,5,11,Godoy Cruz,Lanus,1,5,,,,,,,,,,,,,,,21.2,1.7921568627450981,23.754716981132077,0.22641509433962265,30.62,1.8165853658536586,25.11904761904762,0.2619047619047619,V,15/3/2015,21:30:00,2.75,2.65,3.04
Campeonato 2015,5,12,Rosario Central,Temperley,1,0,,,,,,,,,,,,,,,18.35,1.7893333333333332,25.608695652173914,0.21739130434782608,5.3,1.8006666666666669,26.35483870967742,0.1935483870967742,L,16/3/2015,16:00:00,1.43,8.08,4
Campeonato 2015,5,13,Belgrano,Aldosivi,0,1,,,,,,,,,,,,,,,13.975,1.8192105263157894,26.42105263157895,0.21052631578947367,8.725,1.7903703703703704,28.1,0.23333333333333334,V,16/3/2015,20:00:00,1.64,5.61,3.55
Campeonato 2015,5,14,Arsenal,River Plate,3,3,,,,,,,,,,,,,,,27.25,1.7977083333333335,24.862745098039216,0.19607843137254902,56.25,1.7738461538461539,24.21153846153846,0.23076923076923078,E,16/3/2015,21:10:00,3.98,2,3.14
Campeonato 2015,5,15,Gimnasia (LP),Nueva Chicago,2,1,,,,,,,,,,,,,,,14.3,1.779318181818182,24.113636363636363,0.22727272727272727,8.15,1.796470588235294,26.142857142857142,0.22857142857142856,L,17/3/2015,16:00:00,1.7,5.45,3.32
Campeonato 2015,6,1,Newells,Quilmes,1,1,,,,,,,,,,,,,,,32.67,1.7793999999999999,24.274509803921568,0.1568627450980392,16.975,1.7925000000000002,25.244897959183675,0.1836734693877551,E,20/3/2015,20:30:00,1.63,5.75,3.51
Campeonato 2015,6,2,Lanus,Gimnasia (LP),2,0,,,,,,,,,,,,,,,30.62,1.8165853658536586,25.11904761904762,0.2619047619047619,14.3,1.779318181818182,24.113636363636363,0.22727272727272727,L,20/3/2015,21:10:00,1.82,4.66,3.26
Campeonato 2015,6,3,Colon,Tigre,0,1,,,,,,,,,,,,,,,12.125,1.8010256410256409,24.94871794871795,0.28205128205128205,18.5,1.8070731707317074,26.071428571428573,0.23809523809523808,V,21/3/2015,17:00:00,2.44,3.09,2.95
Campeonato 2015,6,4,Velez,Belgrano,1,2,,,,,,,,,,,,,,,28.5,1.7815094339622641,22.69811320754717,0.3018867924528302,13.975,1.8192105263157894,26.42105263157895,0.21052631578947367,V,21/3/2015,18:00:00,2.06,3.82,3.09
Campeonato 2015,6,5,Independiente,Arsenal,4,0,,,,,,,,,,,,,,,33.525,1.7817021276595744,25.595744680851062,0.2978723404255319,27.25,1.7977083333333335,24.862745098039216,0.19607843137254902,L,21/3/2015,20:15:00,1.8,4.66,3.34
Campeonato 2015,6,6,Huracan,Argentinos,4,0,,,,,,,,,,,,,,,13.775,1.7783783783783782,27.63157894736842,0.18421052631578946,12.049999999999999,1.78125,24.70731707317073,0.1951219512195122,L,21/3/2015,20:30:00,2.01,3.98,3.1
Campeonato 2015,6,7,Sarmiento (J),Crucero (M),2,1,,,,,,,,,,,,,,,8.975,1.8005882352941176,26.394736842105264,0.2631578947368421,4.4,1.7875,25.697674418604652,0.093023256,L,21/3/2015,20:30:00,1.98,4.09,3.11
Campeonato 2015,6,8,Atl Rafaela,Rosario Central,1,1,,,,,,,,,,,,,,,17.075,1.8061363636363637,24.708333333333332,0.14583333333333334,18.35,1.7893333333333332,25.608695652173914,0.21739130434782608,E,22/3/2015,16:00:00,3.2,2.31,3.07
Campeonato 2015,6,9,Estudiantes (LP),Banfield,1,2,,,,,,,,,,,,,,,37.65,1.8029411764705883,24.901960784313726,0.23529411764705882,22.925,1.7864583333333333,24.416666666666668,0.14583333333333334,V,22/3/2015,17:00:00,2.04,3.82,3.15
Campeonato 2015,6,10,Def y Justicia,Racing Club,1,1,,,,,,,,,,,,,,,12.05,1.7768888888888887,25.46,0.24,29.075,1.7813513513513513,26.135135135135137,0.2972972972972973,E,22/3/2015,17:00:00,3.19,2.32,3.04
Campeonato 2015,6,11,River Plate,Godoy Cruz,1,0,,,,,,,,,,,,,,,56.25,1.7738461538461539,24.21153846153846,0.23076923076923078,21.2,1.7921568627450981,23.754716981132077,0.22641509433962265,L,22/3/2015,18:15:00,1.42,8.04,4.21
Campeonato 2015,6,12,San Martin (SJ),Boca Juniors,1,1,,,,,,,,,,,,,,,11.25,1.78,26.153846153846153,0.20512820512820512,80.925,1.7951020408163267,24.92,0.2,E,22/3/2015,21:30:00,5.16,1.69,3.52
Campeonato 2015,6,13,Nueva Chicago,San Lorenzo,0,1,,,,,,,,,,,,,,,8.15,1.796470588235294,26.142857142857142,0.22857142857142856,39.725,1.7830303030303032,26.62857142857143,0.2857142857142857,V,23/3/2015,16:00:00,4.41,1.92,3.14
Campeonato 2015,6,14,Aldosivi,Union,3,3,,,,,,,,,,,,,,,8.725,1.7903703703703704,28.1,0.23333333333333334,7.95,1.7917073170731705,23.80952380952381,0.19047619047619047,E,23/3/2015,18:10:00,2.36,3.2,2.99
Campeonato 2015,6,15,Temperley,Olimpo,0,0,,,,,,,,,,,,,,,5.3,1.8006666666666669,26.35483870967742,0.1935483870967742,12.97,1.791086956521739,25.020833333333332,0.25,E,23/3/2015,21:10:00,2.43,3.17,2.92
Campeonato 2015,7,1,Quilmes,Sarmiento (J),0,4,,,,,,,,,,,,,,,16.975,1.7925000000000002,25.244897959183675,0.1836734693877551,8.975,1.8005882352941176,26.394736842105264,0.2631578947368421,V,27/3/2015,18:00:00,2.09,3.88,2.95
Campeonato 2015,7,2,Rosario Central,Colon,1,1,,,,,,,,,,,,,,,18.35,1.7893333333333332,25.608695652173914,0.21739130434782608,12.125,1.8010256410256409,24.94871794871795,0.28205128205128205,E,27/3/2015,21:10:00,1.61,6.22,3.51
